runId,scenario,variant,repeat,tick,side,actor,opponent,action,attack,distance,score,visits,healthDiff,actorCooldown,opponentCooldown,actorHealth,opponentHealth,actorX,actorZ,opponentX,opponentZ,forward,sprint,jump,strafeLeft,strafeRight,back
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,54,left,Alpha,Bravo,sprint-advance,false,0.146,990.348,33,0,4,5,4,4,3.229,5.013,3.145,4.894,true,true,false,false,false,false
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,54,right,Bravo,Alpha,sprint-advance,false,0.131,-857.072,7,0,4,4,4,4,3.305,5.119,3.229,5.013,true,true,false,false,false,false
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,55,left,Alpha,Bravo,sprint-advance,false,0.148,1020.442,10,0,3,4,4,4,3.391,5.24,3.305,5.119,true,true,false,false,false,false
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,55,right,Bravo,Alpha,sprint-advance,false,0.131,-1000.222,19,0,3,3,4,4,3.467,5.346,3.391,5.24,true,true,false,false,false,false
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,56,left,Alpha,Bravo,sprint-advance,false,0.149,1016.51,9,0,2,3,4,4,3.553,5.467,3.467,5.346,true,true,false,false,false,false
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,56,right,Bravo,Alpha,sprint-advance,false,0.131,-1286.032,7,0,2,2,4,4,3.629,5.574,3.553,5.467,true,true,false,false,false,false
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,57,left,Alpha,Bravo,jump-sprint,false,0.149,824.741,11,0,1,2,4,4,3.716,5.695,3.629,5.574,true,true,false,false,false,false
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,57,right,Bravo,Alpha,sprint-advance,false,0.131,-1857.265,7,0,1,1,4,4,3.792,5.802,3.716,5.695,true,true,false,false,false,false
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,58,left,Alpha,Bravo,advance,false,0.12,1276.317,29,0,0,1,4,4,3.861,5.9,3.792,5.802,true,false,false,false,false,false
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,58,right,Bravo,Alpha,sprint-advance,false,0.16,-2000,7,0,0,0,4,4,3.954,6.03,3.861,5.9,true,true,false,false,false,false
standard-mcts-r1,Standard MCTS run 1,Standard MCTS,1,59,left,Alpha,Bravo,close-attack,true,0.023,2000,3,0,0,0,4,4,3.941,6.011,3.954,6.03,false,false,false,false,false,false
standard-mcts-r2,Standard MCTS run 2,Standard MCTS,2,1,left,Alpha,Bravo,sprint-advance,false,8.657,-34.967,32,0,0,0,20,20,-4.251,-0.743,4.276,0.747,true,true,false,false,false,false
standard-mcts-r2,Standard MCTS run 2,Standard MCTS,2,1,right,Bravo,Alpha,sprint-advance,false,8.632,-39.724,24,0,0,0,20,20,4.251,0.743,-4.251,-0.743,true,true,false,false,false,false
standard-mcts-r2,Standard MCTS run 2,Standard MCTS,2,2,left,Alpha,Bravo,sprint-advance,false,8.583,-17.057,32,0,0,0,20,20,-4.203,-0.734,4.251,0.743,true,true,false,false,false,false
standard-mcts-r2,Standard MCTS run 2,Standard MCTS,2,2,right,Bravo,Alpha,sprint-advance,false,8.534,-25.425,24,0,0,0,20,20,4.203,0.734,-4.203,-0.734,true,true,false,false,false,false
standard-mcts-r2,Standard MCTS run 2,Standard MCTS,2,3,left,Alpha,Bravo,sprint-advance,false,8.362,2.158,32,0,0,0,20,20,-4.034,-0.705,4.203,0.734,true,true,false,false,false,false
