runId,scenario,variant,repeat,tick,distance,alphaHealth,bravoHealth,attacksThisTick,lastAction
hybrid-heuristic-r1,Hybrid MCTS + heuristic evaluation run 1 vs balanced opponent,Hybrid MCTS + heuristic evaluation,1,58,0.191,3,4,1,close-attack
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,1,8.578,20,21,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,2,8.48,20,21,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,3,8.137,20,21,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,4,7.695,20,21,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,5,7.199,20,21,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,6,6.673,20,21,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,7,6.131,20,21,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,8,5.58,20,21,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,9,5.025,20,21,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,10,4.496,20,21,0,close-attack
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,11,3.982,20,21,0,advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,12,3.447,20,21,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,13,2.929,20,21,0,advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,14,2.646,20,17,2,close-attack
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,15,2.267,16,17,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,16,1.834,16,17,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,17,1.343,16,17,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,18,0.82,16,17,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,19,0.309,16,17,0,advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,20,0.225,16,17,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,21,0.262,16,17,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,22,0.056,16,17,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,23,0.027,16,17,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,24,0.153,16,17,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,25,0.251,16,13,2,close-attack
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,26,0.079,12,13,0,advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,27,0.015,12,13,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,28,0.087,12,13,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,29,0.13,12,13,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,30,0.154,12,13,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,31,0.167,12,13,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,32,0.174,12,13,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,33,0.178,12,13,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,34,0.151,12,13,0,advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,35,0.136,12,13,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,36,0.128,12,9,2,close-attack
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,37,0.153,8,9,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,38,0.166,8,9,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,39,0.174,8,9,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,40,0.178,8,9,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,41,0.18,8,9,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,42,0.181,8,9,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,43,0.182,8,9,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,44,0.182,8,9,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,45,0.153,8,9,0,advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,46,0.137,8,9,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,47,0.128,8,5,2,close-attack
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,48,0.153,4,5,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,49,0.166,4,5,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,50,0.203,4,5,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,51,0.194,4,5,0,advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,52,0.189,4,5,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,53,0.157,4,5,0,advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,54,0.139,4,5,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,55,0.159,4,5,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,56,0.14,4,5,0,advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,57,0.159,4,5,0,sprint-advance
hybrid-heuristic-r2,Hybrid MCTS + heuristic evaluation run 2 vs defensive opponent,Hybrid MCTS + heuristic evaluation,2,58,0.251,4,5,1,close-attack
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,1,8.217,20,20,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,2,8.119,20,20,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,3,7.776,20,20,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,4,7.334,20,20,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,5,6.837,20,20,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,6,6.312,20,20,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,7,5.77,20,20,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,8,5.248,20,20,0,advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,9,4.709,20,20,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,10,4.189,20,20,0,advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,11,3.65,20,20,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,12,3.131,20,20,0,close-attack
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,13,2.651,20,20,1,close-attack
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,14,2.193,16,16,1,advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,15,1.747,16,16,0,advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,16,1.249,16,16,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,17,0.722,16,16,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,18,0.18,16,16,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,19,0.116,16,16,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,20,0.023,16,16,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,21,0.028,16,16,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,22,0.033,16,16,0,jump-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,23,0.041,16,16,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,24,0.082,16,16,1,close-attack
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,25,0.022,12,12,1,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,26,0.015,12,12,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,27,0.038,12,12,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,28,0.055,12,12,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,29,0.065,12,12,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,30,0.07,12,12,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,31,0.073,12,12,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,32,0.075,12,12,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,33,0.076,12,12,0,jump-sprint
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,34,0.076,12,12,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,35,0.051,12,12,1,close-attack
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,36,0.007,8,8,1,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,37,0.039,8,8,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,38,0.056,8,8,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,39,0.095,8,8,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,40,0.116,8,8,0,advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,41,0.128,8,8,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,42,0.134,8,8,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,43,0.138,8,8,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,44,0.11,8,8,0,advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,45,0.095,8,8,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,46,0.04,8,8,1,close-attack
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,47,0.013,4,4,1,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,48,0.042,4,4,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,49,0.087,4,4,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,50,0.112,4,4,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,51,0.126,4,4,0,advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,52,0.133,4,4,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,53,0.137,4,4,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,54,0.11,4,4,0,advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,55,0.066,4,4,0,jump-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,56,0.041,4,4,0,sprint-advance
hybrid-heuristic-r3,Hybrid MCTS + heuristic evaluation run 3 vs aggressive opponent,Hybrid MCTS + heuristic evaluation,3,57,0.099,4,4,1,close-attack
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,1,8.087,19,20,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,2,7.99,19,20,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,3,7.646,19,20,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,4,7.204,19,20,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,5,6.708,19,20,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,6,6.182,19,20,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,7,5.64,19,20,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,8,5.089,19,20,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,9,4.563,19,20,0,close-attack
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,10,4.051,19,20,0,jump-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,11,3.575,19,20,0,close-attack
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,12,3.119,19,20,0,advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,13,2.772,19,20,1,hold-attack
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,14,2.357,14,16,1,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,15,1.905,14,16,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,16,1.404,14,16,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,17,0.905,14,16,0,advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,18,0.377,14,16,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,19,0.166,14,16,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,20,0.207,14,16,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,21,0.026,14,16,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,22,0.151,14,16,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,23,0.219,14,16,0,jump-sprint
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,24,0.13,14,16,1,close-attack
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,25,0.07,9,12,1,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,26,0.085,9,12,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,27,0.1,9,12,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,28,0.107,9,12,0,advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,29,0.112,9,12,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,30,0.114,9,12,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,31,0.116,9,12,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,32,0.116,9,12,0,advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,33,0.117,9,12,0,advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,34,0.117,9,12,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,35,0.01,9,12,1,close-attack
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,36,0.048,4,8,1,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,37,0.079,4,8,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,38,0.097,4,8,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,39,0.106,4,8,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,40,0.141,4,8,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,41,0.159,4,8,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,42,0.17,4,8,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,43,0.175,4,8,0,sprint-advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,44,0.149,4,8,0,advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,45,0.105,4,8,0,advance
hybrid-heuristic-r4,Hybrid MCTS + heuristic evaluation run 4 vs strong opponent,Hybrid MCTS + heuristic evaluation,4,46,0.046,4,8,1,close-attack
hybrid-heuristic-r5,Hybrid MCTS + heuristic evaluation run 5 vs balanced opponent,Hybrid MCTS + heuristic evaluation,5,1,8.371,19,20,0,sprint-advance
hybrid-heuristic-r5,Hybrid MCTS + heuristic evaluation run 5 vs balanced opponent,Hybrid MCTS + heuristic evaluation,5,2,8.274,19,20,0,sprint-advance
hybrid-heuristic-r5,Hybrid MCTS + heuristic evaluation run 5 vs balanced opponent,Hybrid MCTS + heuristic evaluation,5,3,7.931,19,20,0,sprint-advance
hybrid-heuristic-r5,Hybrid MCTS + heuristic evaluation run 5 vs balanced opponent,Hybrid MCTS + heuristic evaluation,5,4,7.488,19,20,0,sprint-advance
hybrid-heuristic-r5,Hybrid MCTS + heuristic evaluation run 5 vs balanced opponent,Hybrid MCTS + heuristic evaluation,5,5,6.992,19,20,0,sprint-advance
